importer,product,sector,year,continent,opportunity_label
50,7304,Metals & Metal Products,2024,Asia,0
414,8106,Metals & Metal Products,2024,Asia,1
642,7317,Metals & Metal Products,2024,Europe,1
276,8540,Machinery & Equipment,2024,Europe,0
218,8467,Machinery & Equipment,2024,America,1
404,9610,Furniture & Misc,2024,Africa,1
384,2711,Energy & Hydrocarbons,2024,Africa,1
24,3702,Chemicals,2024,Africa,1
392,2106,Agriculture & Food,2024,Asia,0
682,805,Agriculture & Food,2024,Asia,0
233,6912,"Stone, Glass & Ceramics",2024,Europe,0
152,7221,Metals & Metal Products,2024,America,1
124,705,Agriculture & Food,2024,America,1
48,6501,Footwear & Headgear,2024,Asia,1
410,804,Agriculture & Food,2024,Asia,2
360,9024,Instruments & Optics,2024,Asia,1
458,9608,Furniture & Misc,2024,Asia,1
276,2923,Chemicals,2024,Europe,1
688,8434,Machinery & Equipment,2024,Unknown,1
764,2305,Agriculture & Food,2024,Asia,1
100,2829,Chemicals,2024,Europe,0
784,1904,Agriculture & Food,2024,Asia,1
608,5513,Textiles & Clothing,2024,Asia,0
68,8306,Metals & Metal Products,2024,America,1
170,2005,Agriculture & Food,2024,America,0
360,9029,Instruments & Optics,2024,Asia,1
214,8450,Machinery & Equipment,2024,America,2
233,2910,Chemicals,2024,Europe,1
251,9026,Instruments & Optics,2024,Europe,2
579,5306,Textiles & Clothing,2024,Europe,1
288,8214,Metals & Metal Products,2024,Africa,1
705,104,Agriculture & Food,2024,Europe,0
191,3810,Chemicals,2024,Europe,1
470,201,Agriculture & Food,2024,Europe,2
208,7112,Precious Metals & Gems,2024,Europe,0
414,7901,Metals & Metal Products,2024,Asia,1
76,2903,Chemicals,2024,America,0
703,7105,Precious Metals & Gems,2024,Europe,0
214,9305,Arms & Ammunition,2024,America,1
68,8406,Machinery & Equipment,2024,America,1
702,2937,Chemicals,2024,Asia,2
156,6505,Footwear & Headgear,2024,Asia,1
784,8456,Machinery & Equipment,2024,Asia,1
724,6113,Textiles & Clothing,2024,Europe,1
702,207,Agriculture & Food,2024,Asia,2
251,9306,Arms & Ammunition,2024,Europe,2
528,6404,Footwear & Headgear,2024,Europe,2
616,3910,Plastics & Rubber,2024,Europe,1
384,2401,Agriculture & Food,2024,Africa,0
340,2805,Chemicals,2024,America,1
458,7008,"Stone, Glass & Ceramics",2024,Asia,1
434,8539,Machinery & Equipment,2024,Africa,0
642,7228,Metals & Metal Products,2024,Europe,0
764,5705,Textiles & Clothing,2024,Asia,0
842,3215,Chemicals,2024,America,2
826,4817,"Wood, Paper & Leather",2024,Europe,0
144,2910,Chemicals,2024,Asia,1
398,3801,Chemicals,2024,Asia,1
414,3006,Chemicals,2024,Asia,2
372,4413,"Wood, Paper & Leather",2024,Europe,0
484,1904,Agriculture & Food,2024,America,1
826,4102,"Wood, Paper & Leather",2024,Europe,1
504,707,Agriculture & Food,2024,Africa,1
792,8423,Machinery & Equipment,2024,Europe,1
31,8303,Metals & Metal Products,2024,Asia,1
144,1901,Agriculture & Food,2024,Asia,0
76,4407,"Wood, Paper & Leather",2024,America,0
344,9021,Instruments & Optics,2024,Asia,2
703,6208,Textiles & Clothing,2024,Europe,1
400,9404,Furniture & Misc,2024,Asia,2
364,5512,Textiles & Clothing,2024,Asia,0
48,4909,"Wood, Paper & Leather",2024,Asia,1
170,6210,Textiles & Clothing,2024,America,2
24,1703,Agriculture & Food,2024,Africa,1
586,4820,"Wood, Paper & Leather",2024,Asia,1
757,6814,"Stone, Glass & Ceramics",2024,Europe,0
340,6904,"Stone, Glass & Ceramics",2024,America,1
826,2304,Agriculture & Food,2024,Europe,0
703,3209,Chemicals,2024,Europe,1
858,4413,"Wood, Paper & Leather",2024,America,1
100,410,Agriculture & Food,2024,Europe,1
180,7018,"Stone, Glass & Ceramics",2024,Africa,1
862,7205,Metals & Metal Products,2024,America,1
470,3918,Plastics & Rubber,2024,Europe,2
470,7207,Metals & Metal Products,2024,Europe,0
112,302,Agriculture & Food,2024,Europe,0
152,3602,Chemicals,2024,America,1
233,6003,Textiles & Clothing,2024,Europe,0
442,4909,"Wood, Paper & Leather",2024,Europe,0
203,2941,Chemicals,2024,Europe,0
392,8706,Transport,2024,Asia,1
428,7116,Precious Metals & Gems,2024,Europe,1
428,7901,Metals & Metal Products,2024,Europe,2
180,2921,Chemicals,2024,Africa,2
608,3104,Chemicals,2024,Asia,0
642,9101,Instruments & Optics,2024,Europe,0
705,8210,Metals & Metal Products,2024,Europe,0
860,8525,Machinery & Equipment,2024,Asia,2
40,3809,Chemicals,2024,Europe,1
48,9301,Arms & Ammunition,2024,Asia,1
218,5911,Textiles & Clothing,2024,America,1
76,9205,Instruments & Optics,2024,America,1
31,7404,Metals & Metal Products,2024,Asia,2
894,5514,Textiles & Clothing,2024,Africa,1
566,8514,Machinery & Equipment,2024,Africa,1
620,6111,Textiles & Clothing,2024,Europe,1
703,7304,Metals & Metal Products,2024,Europe,0
826,4420,"Wood, Paper & Leather",2024,Europe,0
780,8408,Machinery & Equipment,2024,America,0
68,2529,Minerals & Raw Materials,2024,America,1
276,7402,Metals & Metal Products,2024,Europe,2
834,5305,Textiles & Clothing,2024,Africa,1
392,7211,Metals & Metal Products,2024,Asia,1
858,3823,Chemicals,2024,America,2
32,7217,Metals & Metal Products,2024,America,0
428,8523,Machinery & Equipment,2024,Europe,2
246,8201,Metals & Metal Products,2024,Europe,0
422,4503,"Wood, Paper & Leather",2024,Asia,0
428,7310,Metals & Metal Products,2024,Europe,0
422,3804,Chemicals,2024,Asia,1
512,8408,Machinery & Equipment,2024,Asia,0
152,6302,Textiles & Clothing,2024,America,0
300,2606,Minerals & Raw Materials,2024,Europe,1
348,5513,Textiles & Clothing,2024,Europe,0
642,2921,Chemicals,2024,Europe,2
384,4009,Plastics & Rubber,2024,Africa,2
218,1109,Agriculture & Food,2024,America,1
218,9201,Instruments & Optics,2024,America,1
251,2205,Agriculture & Food,2024,Europe,1
180,8412,Machinery & Equipment,2024,Africa,2
410,4911,"Wood, Paper & Leather",2024,Asia,2
804,2308,Agriculture & Food,2024,Europe,1
442,9004,Instruments & Optics,2024,Europe,2
156,4402,"Wood, Paper & Leather",2024,Asia,1
512,9504,Furniture & Misc,2024,Asia,0
512,8547,Machinery & Equipment,2024,Asia,1
70,2925,Chemicals,2024,Europe,1
512,1106,Agriculture & Food,2024,Asia,1
233,5203,Textiles & Clothing,2024,Europe,0
233,6111,Textiles & Clothing,2024,Europe,0
116,8548,Machinery & Equipment,2024,Asia,1
380,8452,Machinery & Equipment,2024,Europe,0
40,8416,Machinery & Equipment,2024,Europe,0
368,3910,Plastics & Rubber,2024,Asia,1
48,9106,Instruments & Optics,2024,Asia,1
152,8215,Metals & Metal Products,2024,America,0
784,907,Agriculture & Food,2024,Asia,1
348,3507,Chemicals,2024,Europe,1
414,202,Agriculture & Food,2024,Asia,2
340,3811,Chemicals,2024,America,2
24,3304,Chemicals,2024,Africa,0
392,4103,"Wood, Paper & Leather",2024,Asia,1
704,5311,Textiles & Clothing,2024,Asia,0
48,5309,Textiles & Clothing,2024,Asia,1
682,8301,Metals & Metal Products,2024,Asia,2
422,5603,Textiles & Clothing,2024,Asia,0
682,4009,Plastics & Rubber,2024,Asia,2
348,7006,"Stone, Glass & Ceramics",2024,Europe,0
70,7615,Metals & Metal Products,2024,Europe,1
276,2510,Minerals & Raw Materials,2024,Europe,1
214,9614,Furniture & Misc,2024,America,1
620,2831,Chemicals,2024,Europe,1
348,304,Agriculture & Food,2024,Europe,2
504,9504,Furniture & Misc,2024,Africa,2
68,5006,Textiles & Clothing,2024,America,1
372,4007,Plastics & Rubber,2024,Europe,1
276,8716,Transport,2024,Europe,0
757,3909,Plastics & Rubber,2024,Europe,0
616,9110,Instruments & Optics,2024,Europe,0
688,7219,Metals & Metal Products,2024,Unknown,0
591,8901,Transport,2024,America,2
344,8714,Transport,2024,Asia,0
24,4102,"Wood, Paper & Leather",2024,Africa,1
704,2716,Energy & Hydrocarbons,2024,Asia,2
860,7324,Metals & Metal Products,2024,Asia,1
788,714,Agriculture & Food,2024,Africa,1
842,7409,Metals & Metal Products,2024,America,2
191,8112,Metals & Metal Products,2024,Europe,1
32,8407,Machinery & Equipment,2024,America,2
458,5607,Textiles & Clothing,2024,Asia,0
616,6308,Textiles & Clothing,2024,Europe,1
320,504,Agriculture & Food,2024,America,1
528,3401,Chemicals,2024,Europe,2
68,3820,Chemicals,2024,America,1
188,7020,"Stone, Glass & Ceramics",2024,America,0
300,2837,Chemicals,2024,Europe,1
344,4908,"Wood, Paper & Leather",2024,Asia,0
704,5808,Textiles & Clothing,2024,Asia,0
634,8443,Machinery & Equipment,2024,Asia,2
566,8907,Transport,2024,Africa,1
36,3502,Chemicals,2024,Pacific,1
288,7410,Metals & Metal Products,2024,Africa,0
124,3820,Chemicals,2024,America,1
643,905,Agriculture & Food,2024,Asia,1
860,4420,"Wood, Paper & Leather",2024,Asia,0
458,8710,Transport,2024,Asia,1
484,5607,Textiles & Clothing,2024,America,1
724,201,Agriculture & Food,2024,Europe,2
170,3207,Chemicals,2024,America,0
554,7004,"Stone, Glass & Ceramics",2024,Pacific,1
344,7016,"Stone, Glass & Ceramics",2024,Asia,1
31,5401,Textiles & Clothing,2024,Asia,0
68,8505,Machinery & Equipment,2024,America,2
170,2009,Agriculture & Food,2024,America,0
724,9209,Instruments & Optics,2024,Europe,0
152,6301,Textiles & Clothing,2024,America,1
31,3818,Chemicals,2024,Asia,2
410,1518,Agriculture & Food,2024,Asia,2
512,1208,Agriculture & Food,2024,Asia,0
340,9209,Instruments & Optics,2024,America,1
512,3920,Plastics & Rubber,2024,Asia,0
440,6812,"Stone, Glass & Ceramics",2024,Europe,1
251,1502,Agriculture & Food,2024,Europe,1
344,7221,Metals & Metal Products,2024,Asia,0
682,1520,Agriculture & Food,2024,Asia,1
784,6309,Textiles & Clothing,2024,Asia,1
180,4707,"Wood, Paper & Leather",2024,Africa,0
699,7315,Metals & Metal Products,2024,Asia,1
702,2502,Minerals & Raw Materials,2024,Asia,1
428,2920,Chemicals,2024,Europe,1
104,7223,Metals & Metal Products,2024,Asia,0
422,3803,Chemicals,2024,Asia,1
579,9603,Furniture & Misc,2024,Europe,1
757,2715,Energy & Hydrocarbons,2024,Europe,0
32,9201,Instruments & Optics,2024,America,0
470,5210,Textiles & Clothing,2024,Europe,1
757,7303,Metals & Metal Products,2024,Europe,1
360,5206,Textiles & Clothing,2024,Asia,0
528,408,Agriculture & Food,2024,Europe,1
40,4104,"Wood, Paper & Leather",2024,Europe,0
191,8478,Machinery & Equipment,2024,Europe,0
31,6202,Textiles & Clothing,2024,Asia,2
404,5704,Textiles & Clothing,2024,Africa,1
804,4805,"Wood, Paper & Leather",2024,Europe,1
112,6208,Textiles & Clothing,2024,Europe,1
214,1517,Agriculture & Food,2024,America,1
414,4410,"Wood, Paper & Leather",2024,Asia,2
442,7905,Metals & Metal Products,2024,Europe,1
276,9020,Instruments & Optics,2024,Europe,1
579,5110,Textiles & Clothing,2024,Europe,1
699,4705,"Wood, Paper & Leather",2024,Asia,1
702,2610,Minerals & Raw Materials,2024,Asia,1
372,4803,"Wood, Paper & Leather",2024,Europe,1
32,8527,Machinery & Equipment,2024,America,0
104,603,Agriculture & Food,2024,Asia,0
422,8604,Transport,2024,Asia,1
348,2924,Chemicals,2024,Europe,0
784,1605,Agriculture & Food,2024,Asia,0
104,4802,"Wood, Paper & Leather",2024,Asia,2
440,8447,Machinery & Equipment,2024,Europe,1
699,2530,Minerals & Raw Materials,2024,Asia,1
404,8416,Machinery & Equipment,2024,Africa,1
320,2617,Minerals & Raw Materials,2024,America,1
152,2817,Chemicals,2024,America,1
788,2845,Chemicals,2024,Africa,1
842,8424,Machinery & Equipment,2024,America,1
152,6909,"Stone, Glass & Ceramics",2024,America,1
428,7206,Metals & Metal Products,2024,Europe,1
792,8438,Machinery & Equipment,2024,Europe,2
579,8209,Metals & Metal Products,2024,Europe,1
191,2850,Chemicals,2024,Europe,1
643,5501,Textiles & Clothing,2024,Asia,1
688,7326,Metals & Metal Products,2024,Unknown,2
70,2802,Chemicals,2024,Europe,1
288,7507,Metals & Metal Products,2024,Africa,1
554,4013,Plastics & Rubber,2024,Pacific,1
440,9003,Instruments & Optics,2024,Europe,0
116,6108,Textiles & Clothing,2024,Asia,2
620,9001,Instruments & Optics,2024,Europe,2
705,8425,Machinery & Equipment,2024,Europe,1
699,4707,"Wood, Paper & Leather",2024,Asia,0
56,7001,"Stone, Glass & Ceramics",2024,Europe,1
818,814,Agriculture & Food,2024,Africa,1
56,8907,Transport,2024,Europe,1
434,7613,Metals & Metal Products,2024,Africa,1
860,3504,Chemicals,2024,Asia,1
288,7229,Metals & Metal Products,2024,Africa,0
792,8545,Machinery & Equipment,2024,Europe,0
643,9608,Furniture & Misc,2024,Asia,0
380,709,Agriculture & Food,2024,Europe,2
24,7020,"Stone, Glass & Ceramics",2024,Africa,0
400,7319,Metals & Metal Products,2024,Asia,1
642,1803,Agriculture & Food,2024,Europe,1
780,2922,Chemicals,2024,America,2
579,7003,"Stone, Glass & Ceramics",2024,Europe,1
826,6909,"Stone, Glass & Ceramics",2024,Europe,0
188,7005,"Stone, Glass & Ceramics",2024,America,1
40,7614,Metals & Metal Products,2024,Europe,1
124,5310,Textiles & Clothing,2024,America,0
528,8711,Transport,2024,Europe,2
32,903,Agriculture & Food,2024,America,0
191,8416,Machinery & Equipment,2024,Europe,1
504,805,Agriculture & Food,2024,Africa,2
554,6702,Footwear & Headgear,2024,Pacific,0
780,8702,Transport,2024,America,2
372,5911,Textiles & Clothing,2024,Europe,1
858,4418,"Wood, Paper & Leather",2024,America,2
724,9108,Instruments & Optics,2024,Europe,1
348,2830,Chemicals,2024,Europe,1
112,8420,Machinery & Equipment,2024,Europe,1
554,9022,Instruments & Optics,2024,Pacific,2
591,7404,Metals & Metal Products,2024,America,2
380,2841,Chemicals,2024,Europe,0
704,7114,Precious Metals & Gems,2024,Asia,0
484,2853,Chemicals,2024,America,1
643,8801,Transport,2024,Asia,0
214,5608,Textiles & Clothing,2024,America,0
152,2931,Chemicals,2024,America,0
826,4201,"Wood, Paper & Leather",2024,Europe,1
251,7505,Metals & Metal Products,2024,Europe,1
703,7114,Precious Metals & Gems,2024,Europe,1
414,2620,Minerals & Raw Materials,2024,Asia,1
422,9201,Instruments & Optics,2024,Asia,1
372,4103,"Wood, Paper & Leather",2024,Europe,1
380,3801,Chemicals,2024,Europe,1
470,104,Agriculture & Food,2024,Europe,1
218,7323,Metals & Metal Products,2024,America,2
300,2529,Minerals & Raw Materials,2024,Europe,1
784,8438,Machinery & Equipment,2024,Asia,2
214,8518,Machinery & Equipment,2024,America,2
364,7502,Metals & Metal Products,2024,Asia,0
458,2935,Chemicals,2024,Asia,0
100,6301,Textiles & Clothing,2024,Europe,1
36,8606,Transport,2024,Pacific,1
251,4905,"Wood, Paper & Leather",2024,Europe,0
703,3602,Chemicals,2024,Europe,1
458,2852,Chemicals,2024,Asia,1
188,6901,"Stone, Glass & Ceramics",2024,America,1
724,3103,Chemicals,2024,Europe,1
188,1604,Agriculture & Food,2024,America,2
214,2923,Chemicals,2024,America,1
591,2848,Chemicals,2024,America,0
384,9026,Instruments & Optics,2024,Africa,2
699,8904,Transport,2024,Asia,1
608,8426,Machinery & Equipment,2024,Asia,2
484,2907,Chemicals,2024,America,0
300,2104,Agriculture & Food,2024,Europe,1
112,8713,Transport,2024,Europe,1
434,3214,Chemicals,2024,Africa,2
704,5502,Textiles & Clothing,2024,Asia,1
414,2529,Minerals & Raw Materials,2024,Asia,1
364,5201,Textiles & Clothing,2024,Asia,0
604,7315,Metals & Metal Products,2024,America,1
340,5904,Textiles & Clothing,2024,America,1
428,2822,Chemicals,2024,Europe,1
144,3507,Chemicals,2024,Asia,0
620,4812,"Wood, Paper & Leather",2024,Europe,0
372,8473,Machinery & Equipment,2024,Europe,2
616,4412,"Wood, Paper & Leather",2024,Europe,1
792,7606,Metals & Metal Products,2024,Europe,2
32,2616,Minerals & Raw Materials,2024,America,2
372,9619,Furniture & Misc,2024,Europe,2
705,714,Agriculture & Food,2024,Europe,1
764,8213,Metals & Metal Products,2024,Asia,1
434,3604,Chemicals,2024,Africa,1
724,4702,"Wood, Paper & Leather",2024,Europe,1
203,813,Agriculture & Food,2024,Europe,1
634,4202,"Wood, Paper & Leather",2024,Asia,2
392,2604,Minerals & Raw Materials,2024,Asia,0
218,4010,Plastics & Rubber,2024,America,1
484,2801,Chemicals,2024,America,1
724,910,Agriculture & Food,2024,Europe,1
591,4502,"Wood, Paper & Leather",2024,America,1
566,8448,Machinery & Equipment,2024,Africa,0
116,1701,Agriculture & Food,2024,Asia,2
792,5911,Textiles & Clothing,2024,Europe,1
620,6704,Footwear & Headgear,2024,Europe,1
404,9109,Instruments & Optics,2024,Africa,0
320,6212,Textiles & Clothing,2024,America,2
688,2305,Agriculture & Food,2024,Unknown,1
112,2522,Minerals & Raw Materials,2024,Europe,0
620,5205,Textiles & Clothing,2024,Europe,0
788,3926,Plastics & Rubber,2024,Africa,2
699,208,Agriculture & Food,2024,Asia,1
688,3502,Chemicals,2024,Unknown,1
792,403,Agriculture & Food,2024,Europe,1
246,8535,Machinery & Equipment,2024,Europe,2
608,4812,"Wood, Paper & Leather",2024,Asia,1
440,6909,"Stone, Glass & Ceramics",2024,Europe,1
442,5608,Textiles & Clothing,2024,Europe,1
100,6901,"Stone, Glass & Ceramics",2024,Europe,0
76,408,Agriculture & Food,2024,America,1
348,3902,Plastics & Rubber,2024,Europe,1
862,5807,Textiles & Clothing,2024,America,1
842,8310,Metals & Metal Products,2024,America,1
24,3903,Plastics & Rubber,2024,Africa,2
705,2942,Chemicals,2024,Europe,0
203,2716,Energy & Hydrocarbons,2024,Europe,2
48,6213,Textiles & Clothing,2024,Asia,1
68,2822,Chemicals,2024,America,1
643,6307,Textiles & Clothing,2024,Asia,0
32,1002,Agriculture & Food,2024,America,0
586,8425,Machinery & Equipment,2024,Asia,0
276,4819,"Wood, Paper & Leather",2024,Europe,1
528,4813,"Wood, Paper & Leather",2024,Europe,1
724,1501,Agriculture & Food,2024,Europe,0
24,7303,Metals & Metal Products,2024,Africa,1
251,4105,"Wood, Paper & Leather",2024,Europe,0
608,3919,Plastics & Rubber,2024,Asia,0
528,6006,Textiles & Clothing,2024,Europe,0
554,8535,Machinery & Equipment,2024,Pacific,2
208,4106,"Wood, Paper & Leather",2024,Europe,1
48,6602,Footwear & Headgear,2024,Asia,1
586,7316,Metals & Metal Products,2024,Asia,1
434,6401,Footwear & Headgear,2024,Africa,1
470,2801,Chemicals,2024,Europe,1
818,4504,"Wood, Paper & Leather",2024,Africa,1
344,6602,Footwear & Headgear,2024,Asia,1
591,1301,Agriculture & Food,2024,America,1
434,5609,Textiles & Clothing,2024,Africa,1
170,5803,Textiles & Clothing,2024,America,0
68,8411,Machinery & Equipment,2024,America,2
566,9616,Furniture & Misc,2024,Africa,1
788,6702,Footwear & Headgear,2024,Africa,0
36,6903,"Stone, Glass & Ceramics",2024,Pacific,0
152,8464,Machinery & Equipment,2024,America,0
233,2704,Energy & Hydrocarbons,2024,Europe,1
804,8409,Machinery & Equipment,2024,Europe,2
414,706,Agriculture & Food,2024,Asia,1
218,8408,Machinery & Equipment,2024,America,0
428,2205,Agriculture & Food,2024,Europe,1
643,3215,Chemicals,2024,Asia,0
600,9105,Instruments & Optics,2024,America,1
512,4418,"Wood, Paper & Leather",2024,Asia,2
757,2920,Chemicals,2024,Europe,1
860,2809,Chemicals,2024,Asia,1
70,2927,Chemicals,2024,Europe,1
757,7502,Metals & Metal Products,2024,Europe,2
124,9021,Instruments & Optics,2024,America,2
233,3102,Chemicals,2024,Europe,0
566,9104,Instruments & Optics,2024,Africa,1
170,5309,Textiles & Clothing,2024,America,1
344,2912,Chemicals,2024,Asia,1
804,9015,Instruments & Optics,2024,Europe,2
188,5106,Textiles & Clothing,2024,America,1
440,2815,Chemicals,2024,Europe,1
372,2620,Minerals & Raw Materials,2024,Europe,0
410,808,Agriculture & Food,2024,Asia,1
634,2829,Chemicals,2024,Asia,1
56,903,Agriculture & Food,2024,Europe,1
458,2922,Chemicals,2024,Asia,2
682,4201,"Wood, Paper & Leather",2024,Asia,1
144,7324,Metals & Metal Products,2024,Asia,0
380,7221,Metals & Metal Products,2024,Europe,0
40,406,Agriculture & Food,2024,Europe,2
40,4005,Plastics & Rubber,2024,Europe,1
360,8202,Metals & Metal Products,2024,Asia,1
112,8704,Transport,2024,Europe,2
32,2836,Chemicals,2024,America,2
218,8422,Machinery & Equipment,2024,America,2
410,1510,Agriculture & Food,2024,Asia,1
31,8544,Machinery & Equipment,2024,Asia,2
410,6001,Textiles & Clothing,2024,Asia,0
688,8401,Machinery & Equipment,2024,Unknown,1
894,2102,Agriculture & Food,2024,Africa,1
246,3926,Plastics & Rubber,2024,Europe,0
620,401,Agriculture & Food,2024,Europe,2
144,1108,Agriculture & Food,2024,Asia,1
512,6810,"Stone, Glass & Ceramics",2024,Asia,2
634,9010,Instruments & Optics,2024,Asia,1
191,2843,Chemicals,2024,Europe,1
410,8446,Machinery & Equipment,2024,Asia,0
398,7226,Metals & Metal Products,2024,Asia,1
414,4302,"Wood, Paper & Leather",2024,Asia,0
320,2309,Agriculture & Food,2024,America,2
372,2831,Chemicals,2024,Europe,1
858,2009,Agriculture & Food,2024,America,2
156,4002,Plastics & Rubber,2024,Asia,2
858,4906,"Wood, Paper & Leather",2024,America,1
434,1805,Agriculture & Food,2024,Africa,1
404,4504,"Wood, Paper & Leather",2024,Africa,1
604,5007,Textiles & Clothing,2024,America,1
579,5606,Textiles & Clothing,2024,Europe,1
400,6806,"Stone, Glass & Ceramics",2024,Asia,1
434,3816,Chemicals,2024,Africa,1
780,504,Agriculture & Food,2024,America,1
124,9302,Arms & Ammunition,2024,America,0
862,3916,Plastics & Rubber,2024,America,1
188,8502,Machinery & Equipment,2024,America,2
704,2605,Minerals & Raw Materials,2024,Asia,1
340,7612,Metals & Metal Products,2024,America,1
233,7224,Metals & Metal Products,2024,Europe,0
372,7020,"Stone, Glass & Ceramics",2024,Europe,0
642,6911,"Stone, Glass & Ceramics",2024,Europe,1
566,2837,Chemicals,2024,Africa,1
104,5513,Textiles & Clothing,2024,Asia,1
32,2819,Chemicals,2024,America,1
434,7306,Metals & Metal Products,2024,Africa,0
757,7219,Metals & Metal Products,2024,Europe,0
428,9405,Furniture & Misc,2024,Europe,1
32,1108,Agriculture & Food,2024,America,1
112,3504,Chemicals,2024,Europe,1
642,5408,Textiles & Clothing,2024,Europe,0
702,8111,Metals & Metal Products,2024,Asia,1
842,3301,Chemicals,2024,America,1
634,9112,Instruments & Optics,2024,Asia,1
152,410,Agriculture & Food,2024,America,0
203,1108,Agriculture & Food,2024,Europe,1
600,2519,Minerals & Raw Materials,2024,America,1
104,9405,Furniture & Misc,2024,Asia,2
116,4002,Plastics & Rubber,2024,Asia,2
100,4205,"Wood, Paper & Leather",2024,Europe,0
414,2528,Minerals & Raw Materials,2024,Asia,1
191,6807,"Stone, Glass & Ceramics",2024,Europe,1
364,8418,Machinery & Equipment,2024,Asia,0
360,3909,Plastics & Rubber,2024,Asia,1
608,2511,Minerals & Raw Materials,2024,Asia,1
634,8105,Metals & Metal Products,2024,Asia,1
156,3811,Chemicals,2024,Asia,0
24,8805,Transport,2024,Africa,1
152,6810,"Stone, Glass & Ceramics",2024,America,0
566,905,Agriculture & Food,2024,Africa,1
251,7212,Metals & Metal Products,2024,Europe,0
702,9304,Arms & Ammunition,2024,Asia,1
834,4001,Plastics & Rubber,2024,Africa,0
24,8474,Machinery & Equipment,2024,Africa,2
24,4012,Plastics & Rubber,2024,Africa,1
410,1203,Agriculture & Food,2024,Asia,1
191,3803,Chemicals,2024,Europe,1
642,6206,Textiles & Clothing,2024,Europe,2
233,2515,Minerals & Raw Materials,2024,Europe,0
191,3401,Chemicals,2024,Europe,2
826,8714,Transport,2024,Europe,0
608,707,Agriculture & Food,2024,Asia,0
152,6602,Footwear & Headgear,2024,America,1
682,2846,Chemicals,2024,Asia,1
404,9401,Furniture & Misc,2024,Africa,2
152,1603,Agriculture & Food,2024,America,0
70,4201,"Wood, Paper & Leather",2024,Europe,1
752,2928,Chemicals,2024,Europe,1
170,2616,Minerals & Raw Materials,2024,America,2
340,4015,Plastics & Rubber,2024,America,0
344,4404,"Wood, Paper & Leather",2024,Asia,0
858,7507,Metals & Metal Products,2024,America,1
484,3501,Chemicals,2024,America,0
591,1109,Agriculture & Food,2024,America,1
104,9030,Instruments & Optics,2024,Asia,2
68,7005,"Stone, Glass & Ceramics",2024,America,1
384,8003,Metals & Metal Products,2024,Africa,0
643,7319,Metals & Metal Products,2024,Asia,1
604,8704,Transport,2024,America,2
68,7103,Precious Metals & Gems,2024,America,1
826,8003,Metals & Metal Products,2024,Europe,0
860,2610,Minerals & Raw Materials,2024,Asia,1
858,3910,Plastics & Rubber,2024,America,1
792,8802,Transport,2024,Europe,2
76,8603,Transport,2024,America,1
56,9702,Arts & Antiques,2024,Europe,1
70,7207,Metals & Metal Products,2024,Europe,0
31,7320,Metals & Metal Products,2024,Asia,1
100,3101,Chemicals,2024,Europe,1
724,5803,Textiles & Clothing,2024,Europe,1
566,708,Agriculture & Food,2024,Africa,1
288,2934,Chemicals,2024,Africa,2
643,2709,Energy & Hydrocarbons,2024,Asia,0
320,7002,"Stone, Glass & Ceramics",2024,America,1
152,9011,Instruments & Optics,2024,America,1
792,2621,Minerals & Raw Materials,2024,Europe,1
124,9003,Instruments & Optics,2024,America,1
320,7005,"Stone, Glass & Ceramics",2024,America,0
32,5516,Textiles & Clothing,2024,America,0
76,2509,Minerals & Raw Materials,2024,America,1
360,2511,Minerals & Raw Materials,2024,Asia,0
36,6913,"Stone, Glass & Ceramics",2024,Pacific,0
842,3806,Chemicals,2024,America,1
591,3817,Chemicals,2024,America,1
50,7610,Metals & Metal Products,2024,Asia,2
56,6701,Footwear & Headgear,2024,Europe,0
152,5007,Textiles & Clothing,2024,America,1
528,8211,Metals & Metal Products,2024,Europe,0
600,3201,Chemicals,2024,America,1
203,5406,Textiles & Clothing,2024,Europe,1
246,5006,Textiles & Clothing,2024,Europe,1
484,7018,"Stone, Glass & Ceramics",2024,America,1
764,9406,Furniture & Misc,2024,Asia,2
842,4010,Plastics & Rubber,2024,America,1
384,8901,Transport,2024,Africa,2
704,3201,Chemicals,2024,Asia,1
104,6904,"Stone, Glass & Ceramics",2024,Asia,1
470,6211,Textiles & Clothing,2024,Europe,2
780,2201,Agriculture & Food,2024,America,1
705,2941,Chemicals,2024,Europe,0
384,9307,Arms & Ammunition,2024,Africa,0
48,7611,Metals & Metal Products,2024,Asia,1
56,4412,"Wood, Paper & Leather",2024,Europe,2
818,5703,Textiles & Clothing,2024,Africa,0
288,4822,"Wood, Paper & Leather",2024,Africa,1
36,7406,Metals & Metal Products,2024,Pacific,0
703,3205,Chemicals,2024,Europe,1
434,8506,Machinery & Equipment,2024,Africa,0
100,7407,Metals & Metal Products,2024,Europe,0
32,2001,Agriculture & Food,2024,America,1
31,206,Agriculture & Food,2024,Asia,1
170,2822,Chemicals,2024,America,1
32,3210,Chemicals,2024,America,0
400,8411,Machinery & Equipment,2024,Asia,2
24,9002,Instruments & Optics,2024,Africa,2
642,8206,Metals & Metal Products,2024,Europe,1
100,2843,Chemicals,2024,Europe,1
70,6902,"Stone, Glass & Ceramics",2024,Europe,1
428,2806,Chemicals,2024,Europe,1
826,6809,"Stone, Glass & Ceramics",2024,Europe,1
428,5301,Textiles & Clothing,2024,Europe,1
410,3211,Chemicals,2024,Asia,1
554,106,Agriculture & Food,2024,Pacific,0
